"MOD_NAME","ITM_NAME","SEQ_NO","DSCR","ITM_TYPE","FLD_LEN","DECML","MIN_LEN","MAX_LEN","CODELIST","update_stamp"
"KINETICS","DOM_SIDE","16","Dominant Side","CHAR","8","","","","","2013-09-14 07:59:42.0"
"KINETICS","AFF_SIDE","17","Most Affected Side","CHAR","8","","","","","2013-09-14 07:59:42.0"
"KINETICS","SEX","18","Sex","CHAR","8","","","","","2013-09-14 07:59:42.0"
"KINETICS","CONTROL","19","Control","CHAR","8","","","","","2013-09-14 07:59:42.0"
"KINETICS","NOTES","20","Notes","CHAR","240","","","","","2013-09-14 07:59:42.0"
"LAB","","0","Laboratory Procedures","","","","","","","2013-09-14 07:59:42.0"
"LAB","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"LAB","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"LAB","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"LAB","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"LAB","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"LAB","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"LAB","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"LAB","LMDT","8","Date of last meal","DATE","","","","","","2013-09-14 07:59:42.0"
"LAB","LMTM","9","Time of last meal","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","FASTSTAT","10","Fasting Status","CHAR","1","","","","FASTSTAT","2013-09-14 07:59:42.0"
"LAB","PDMEDYN","11","Is subject on medication for PD","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"LAB","PDMEDDT","12","Date of most recent PD med dose","DATE","","","","","","2013-09-14 07:59:42.0"
"LAB","PDMEDTM","13","Time of most recent PD med dose","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","UASPEC","14","Urine Specimen","CHAR","1","","","","LAB","2013-09-14 07:59:42.0"
"LAB","UASPECDT","15","Urine Specimen Collection Date","DATE","","","","","","2013-09-14 07:59:42.0"
"LAB","UT1TM","16","Time of urine tube 1 collection","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","UT1SPNTM","17","Time of urine centrifugation","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","UT1SPNRT","18","Rate of urine centrifugation","NUMBER","5","0","","","","2013-09-14 07:59:42.0"
"LAB","UT1SPNDR","19","Duration of urine centrifugation","NUMBER","2","0","12","18","","2013-09-14 07:59:42.0"
"LAB","UT1CFRG","20","Temperature of urine centrifugation","NUMBER","2","0","2","6","","2013-09-14 07:59:42.0"
"LAB","UT1FTM","21","Time urine tube 1 placed in freezer","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","BLDDRDT","22","Date of blood draw","DATE","","","","","","2013-09-14 07:59:42.0"
"LAB","BLDRNA","23","Blood for PAXgene","CHAR","1","","","","LAB","2013-09-14 07:59:42.0"
"LAB","BLDRNATM","24","Time of PAXgene collection","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","RNAFDT","25","Date PAXgene sample placed in freezer","DATE","","","","","","2013-09-14 07:59:42.0"
"LAB","RNAFTM","26","Time PAXgene sample placed in freezer","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","RNASTTMP","27","RNA Storage Temperature","NUMBER","3","0","-90","-70","","2013-09-14 07:59:42.0"
"LAB","BLDPLAS","28","Blood for plasma level","CHAR","1","","","","LAB","2013-09-14 07:59:42.0"
"LAB","PLASTM","29","Time of plasma collection","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","PLASPNTM","30","Time of plasma centrifugation","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","PLASPNRT","31","Rate of plasma centrifugation","NUMBER","4","0","","","","2013-09-14 07:59:42.0"
"LAB","PLASPNDR","32","Duration of plasma centrifugation","NUMBER","2","0","12","18","","2013-09-14 07:59:42.0"
"LAB","PLASCFRG","33","Temperature of plasma centrifugation","NUMBER","2","0","2","6","","2013-09-14 07:59:42.0"
"LAB","PLASVAFT","34","Plasma volume aliquotted after spinning","NUMBER","2","1","3","6","","2013-09-14 07:59:42.0"
"LAB","PLAALQN","35","Number of aliquot tubes for plasma","NUMBER","1","0","2","5","","2013-09-14 07:59:42.0"
"LAB","PLASFTM","36","Time plasma samples placed in freezer","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","PLASTTMP","37","Plasma storage temperature","NUMBER","3","0","-90","-70","","2013-09-14 07:59:42.0"
"LAB","BLDSER","38","Blood for serum","CHAR","1","","","","LAB","2013-09-14 07:59:42.0"
"LAB","BLDSERTM","39","Time of serum collection","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","BSSPNTM","40","Time of serum centrifugation","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","BSSPNRT","41","Rate of serum centrifugation","NUMBER","4","0","","","","2013-09-14 07:59:42.0"
"LAB","BSSPNDR","42","Duration of serum centrifugation","NUMBER","2","0","12","18","","2013-09-14 07:59:42.0"
"LAB","BSCFRG","43","Temperature of serum centrifugation","NUMBER","2","0","2","6","","2013-09-14 07:59:42.0"
"LAB","BSVAFT","44","Serum volume aliquotted after spinning","NUMBER","2","1","3","6","","2013-09-14 07:59:42.0"
"LAB","BSALQN","45","Number of aliquot tubes for serum","NUMBER","1","0","2","5","","2013-09-14 07:59:42.0"
"LAB","BSFTM","46","Time serum samples placed in freezer","TIME","","","","","","2013-09-14 07:59:42.0"
"LAB","BSSTTMP","47","Serum storage temperature","NUMBER","3","0","-90","-70","","2013-09-14 07:59:42.0"
"LAB","BLDLAB","48","Blood for safety labs","CHAR","1","","","","LAB","2013-09-14 07:59:42.0"
"LAB","BLDSHPDT","49","Date shipped to central lab","DATE","","","","","","2013-09-14 07:59:42.0"
"LAB","COMM","50","Comments","CHAR","240","","","","","2013-09-14 07:59:42.0"
"LAB","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:42.0"
"LAB","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:42.0"
"LAB","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"LAB","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:42.0"
"LAB","DurUT1TM","201","Duration from time of last intake of food to urine sampling","NUMBER","13","4","","","","2011-09-08 09:48:05.0"
"LAB","DurUT1SPNTM","202","Duration from time of urine collection to start of centrifugation","NUMBER","13","4","","","","2011-09-08 09:48:09.0"
"LAB","DurUT1FFTM","203","Duration from time of urine collection to freezing","NUMBER","13","4","","","","2011-09-08 09:48:13.0"
"LAB","DurPLASTM","204","Duration from time of last intake of food to time of plasma sampling","NUMBER","13","4","","","","2011-09-08 09:48:17.0"
"LAB","DurPLASSPNTM","205","Duration from plasma collection to start of centrifugation","NUMBER","13","4","","","","2011-09-08 09:54:04.0"
"LAB","DurPLASFFTM","206","Duration from plasma collection to freezing","NUMBER","13","4","","","","2011-09-08 09:49:27.0"
"LAB","DurBLDSERTM","207","Duration from time of last intake of food to serum sampling","NUMBER","13","4","","","","2011-09-08 09:52:46.0"
"LAB","DurSERSPNTM","208","Duration from time of serum collection to start of centrifugation","NUMBER","13","4","","","","2011-09-08 09:51:25.0"
"LAB","DurSERFFTM","209","Duration from time of serum collection to freezing","NUMBER","13","4","","","","2011-09-08 09:52:10.0"
"LINEORNT","","0","Neuropsyc. Test - (Line Orientation)","","","","","","","2013-09-14 07:59:42.0"
"LINEORNT","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"LINEORNT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"LINEORNT","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"LINEORNT","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"LINEORNT","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"LINEORNT","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"LINEORNT","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"LINEORNT","STAFFCD","10","Examiner","CHAR","4","","","","","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT1","11","Benton Test Item 1","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT2","12","Benton Test Item 2","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT3","13","Benton Test Item 3","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT4","14","Benton Test Item 4","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT5","15","Benton Test Item 5","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT6","16","Benton Test Item 6","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT7","17","Benton Test Item 7","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT8","18","Benton Test Item 8","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT9","19","Benton Test Item 9","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT10","20","Benton Test Item 10","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT11","21","Benton Test Item 11","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT12","22","Benton Test Item 12","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT13","23","Benton Test Item 13","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT14","24","Benton Test Item 14","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT15","25","Benton Test Item 15","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT16","26","Benton Test Item 16","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT17","27","Benton Test Item 17","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT18","28","Benton Test Item 18","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT19","29","Benton Test Item 19","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT20","30","Benton Test Item 20","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT21","31","Benton Test Item 21","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT22","32","Benton Test Item 22","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT23","33","Benton Test Item 23","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT24","34","Benton Test Item 24","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT25","35","Benton Test Item 25","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT26","36","Benton Test Item 26","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT27","37","Benton Test Item 27","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT28","38","Benton Test Item 28","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT29","39","Benton Test Item 29","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","BJLOT30","40","Benton Test Item 30","NUMBER","1","0","","","CORRECT","2013-09-14 07:59:42.0"
"LINEORNT","COMM","41","Comments","CHAR","240","","","","","2013-09-14 07:59:42.0"
"LINEORNT","JLO_TOTRAW","44","Line Orientation-Sum 15 item","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"LINEORNT","JLO_TOTCALC","45","Line Orientation-Sum 15 item X2","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"LINEORNT","AGE_ASSESS_JLO","46","Age at Assessment - Line Orientation","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"LINEORNT","DVS_JLO_MSSA","47","Derived-MOANS (Age)","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"LINEORNT","DVS_JLO_MSSAE","48","Derived-MOANS (Age and Education)","NUMBER","8","2","","","","2013-09-14 07:59:42.0"
"LINEORNT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:42.0"
"LINEORNT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:42.0"
"LINEORNT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"LINEORNT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:42.0"
"LNSPD","","0","Letter - Number Sequencing (PD)","","","","","","","2013-09-14 07:59:42.0"
"LNSPD","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"LNSPD","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"LNSPD","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"LNSPD","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"LNSPD","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"LNSPD","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"LNSPD","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"LNSPD","LNS1A","8","Trial 1a","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS1B","9","Trial 1b","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS1C","10","Trial 1c","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS2A","11","Trial 2a","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS2B","12","Trial 2b","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS2C","13","Trial 2c","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS3A","14","Trial 3a","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS3B","15","Trial 3b","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS3C","16","Trial 3c","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS4A","17","Trial 4a","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS4B","18","Trial 4b","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS4C","19","Trial 4c","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS5A","20","Trial 5a","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS5B","21","Trial 5b","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS5C","22","Trial 5c","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS6A","23","Trial 6a","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS6B","24","Trial 6b","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS6C","25","Trial 6c","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS7A","26","Trial 7a","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS7B","27","Trial 7b","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS7C","28","Trial 7c","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"LNSPD","LNS_TOTRAW","29","LNS-Sum questions 1-7","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"LNSPD","AGE_ASSESS_LNS","30","Age at Assessment - LNS","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"LNSPD","DVS_LNS","31","Derived-LNS Scaled Score","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"LNSPD","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:42.0"
"LNSPD","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:42.0"
"LNSPD","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"LNSPD","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","","0","Lumbar Puncture","","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"LUMBAR","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"LUMBAR","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"LUMBAR","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"LUMBAR","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"LUMBAR","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"LUMBAR","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","LMDT","8","Date of last intake of food","DATE","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","LMTM","9","Time of last intake of food","TIME","","","","","","2013-09-14 07:59:41.0"
"LUMBAR","FASTSTAT","10","Fasting Status","CHAR","1","","","","FASTSTAT","2013-09-14 07:59:42.0"
"LUMBAR","PDMEDYN","11","Is subject on medication for PD","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"LUMBAR","PDMEDDT","12","Date of most recent PD med dose","DATE","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","PDMEDTM","13","Time of most recent PD med dose","TIME","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","CSFCOLL","14","Lumbar puncture for CSF","CHAR","1","","","","LABATMP","2013-09-14 07:59:42.0"
"LUMBAR","CSFDT","15","Date CSF collected","DATE","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","CSFNEEDL","16","Needle used for CSF","CHAR","1","","","","CSFNEEDL","2013-09-14 07:59:42.0"
"LUMBAR","CSFMETHD","17","Method used for CSF","CHAR","1","","","","CSFMETHD","2013-09-14 07:59:42.0"
"LUMBAR","LPSITE","18","Lumbar puncture site","CHAR","1","","","","LPSITE","2013-09-14 07:59:42.0"
"LUMBAR","LPPOSITN","19","Lumbar puncture position","CHAR","1","","","","LPPOSITN","2013-09-14 07:59:42.0"
"LUMBAR","CSFTM","20","Time CSF collected","TIME","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","CSFVPRI","21","Volume of CSF collected","NUMBER","3","0","1","25","","2013-09-14 07:59:42.0"
"LUMBAR","CSFSPNTM","22","Time CSF centrifuge","TIME","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","CSFSPNRT","23","CSF spin rate","NUMBER","4","0","","","","2013-09-14 07:59:42.0"
"LUMBAR","CSFCFRG","24","CSF spin temperature","NUMBER","3","0","18","25","","2013-09-14 07:59:42.0"
"LUMBAR","CSFALQTM","25","Time CSF aliquotted","TIME","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","CSFVAFT","26","Volume of CSF aliquotted","NUMBER","3","0","13","20","","2013-09-14 07:59:42.0"
"LUMBAR","CSFALQN","27","Number of aliquot tubes","NUMBER","2","0","9","14","","2013-09-14 07:59:42.0"
"LUMBAR","SMPDSCRD","28","Bloody tap","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"LUMBAR","CSFFFTM","29","CSF placed in freezer","TIME","","","","","","2013-09-14 07:59:42.0"
"LUMBAR","CSFSTTMP","30","CSF freezer temp","NUMBER","3","0","-90","-70","","2013-09-14 07:59:42.0"
"LUMBAR","SMPLOCAL","31","Sample sent to local lab","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"LUMBAR","WBCRSLT","32","White blood cell count","NUMBER","7","3","","","","2013-09-14 07:59:42.0"
"LUMBAR","WBCUNIT","33","White blood cell count units","CHAR","8","","","","BCUNIT","2013-09-14 07:59:42.0"
"LUMBAR","WBCUNITB","34","Wht blood cell count units-mm3 mcL L oth","CHAR","1","","","","BCUNITB","2013-09-14 07:59:42.0"
"LUMBAR","WBCOTHCM","35","WBC Units - other","CHAR","50","","","","","2013-09-14 07:59:42.0"
"LUMBAR","RBCRSLT","36","Red blood cell count","NUMBER","7","3","","","","2013-09-14 07:59:42.0"
